%eval_id interface cdv_1          cdv_2          cdv_3          cdv_4          cdv_5          cdv_6          cdv_7          cdv_8          cdv_9          cdv_10         obj_fn         	best_so_far	best_so_far	best_so_far
1        NO_ID      0.8479187783   4.945546381    -4.094571296   1.988446425    -2.063400526   -1.734059996   0.04259290805  1.166580101    3.97388397     -1.09520893    4201.865458    
485      NO_ID      -3.790447321   1.950838687    2.294966135    -4.555751838   4.68066358     -4.510359459   2.941941844    5.12           4.083180098    2.526446805    1178.398571    	-5.52907e+07	-5.52907e+07	-5.52907e+07
486      NO_ID      -1.344974651   3.744325138    1.094916746    -3.122205653   1.496888843    -2.79248622    -2.301196873   -1.662210951   4.300404802    4.841002201    -2365.25899    	-5.52907e+07	-5.52907e+07	-5.52907e+07
487      NO_ID      -4.749103707   4.685756799    -3.556493828   2.239984045    4.724093057    -1.037982373   -2.828935324   -3.637951472   -2.92386784    4.932031564    -200104.6829   	-5.52907e+07	-5.52907e+07	-5.52907e+07
488      NO_ID      0.6709894275   0.1083780567   -3.454872753   4.756817351    4.942644468    2.876547852    2.463270069    4.884573816    5.090997086    -4.875539772   194410.9948    	-5.52907e+07	-5.52907e+07	-5.52907e+07
489      NO_ID      -1.267379773   4.659480459    -0.2136234588  -1.631901467   0.0975282213   -2.196944356   -0.1788834393  -2.923877993   3.37110855     3.977018953    -331174.8091   	-5.52907e+07	-5.52907e+07	-5.52907e+07
490      NO_ID      -4.188437679   4.672983932    2.259428868    0.3430988125   3.556844693    0.523365422    2.650580839    5.118288781    -1.755466322   4.995588503    1875.06375     	-5.52907e+07	-5.52907e+07	-5.52907e+07
491      NO_ID      0.5234421092   4.407669707    -1.650186199   -3.372881644   1.814406772    -1.519348624   0.4306734907   -1.799516508   4.799009096    5.088178532    396569.9737    	-5.52907e+07	-5.52907e+07	-5.52907e+07
492      NO_ID      4.635779627    3.074188971    4.156252899    4.373611215    -0.8918176549  -3.604914569   -4.716041444   2.118790042    1.635978621    5.12           -335.006323    	-5.52907e+07	-5.52907e+07	-5.52907e+07
493      NO_ID      -1.805195862   3.68258032     0.6337800569   -3.013929387   1.152430182    -0.6718780015  -0.9611551832  -2.515823285   3.541887451    4.13927068     12537.91381    	-5.52907e+07	-5.52907e+07	-5.52907e+07
494      NO_ID      -1.183274374   1.865105275    -1.673520961   4.621472813    4.893389885    2.271787323    -4.561832534   2.619493398    -2.852862189   -3.940014346   -173846.245    	-5.52907e+07	-5.52907e+07	-5.52907e+07
495      NO_ID      -1.867660974   5.117031772    -0.05944884826 -3.995594074   -0.2525736889  -0.7880629815  -2.580172843   -1.32159639    4.849000227    3.865470967    -33650609.71   	-5.52907e+07	-5.52907e+07	-5.52907e+07
496      NO_ID      3.781495239    4.510277473    -2.700609785   2.364282016    -3.518703069   -2.479421927   0.596048817    2.73289251     -4.900570748   -4.679529634   -14.356857     	-5.52907e+07	-5.52907e+07	-5.52907e+07
497      NO_ID      0.05320397152  4.925949767    -0.2033007617  -2.249961556   2.056749753    -3.48261262    -0.1089558767  -1.337142269   5.118576562    5.12           113586.9645    	-5.52907e+07	-5.52907e+07	-5.52907e+07
498      NO_ID      -5.021801383   0.2567009591   -0.3555292346  4.989967615    -0.2991029234  2.592640674    -4.919905157   -1.803139586   -4.673243693   -1.920245138   -39049.44781   	-5.52907e+07	-5.52907e+07	-5.52907e+07
499      NO_ID      0.5835839635   4.484952993    -0.7664971963  -2.880877127   0.5996182757   -0.2059166732  -1.329610644   -1.201176582   3.907455623    5.099545906    -32472.96142   	-5.52907e+07	-5.52907e+07	-5.52907e+07
500      NO_ID      0.2120796392   -4.76205083    -3.704563224   -3.749929442   4.821604334    -2.394688174   -3.696675919   4.320351663    -3.195405852   -1.718536705   -145.364623    	-5.52907e+07	-5.52907e+07	-5.52907e+07
501      NO_ID      -1.329164625   4.849735462    0.5458129287   -2.864211027   -0.7586603555  -2.832500923   -0.5973877558  -0.9108135464  3.521393548    5.110000414    -517883.2313   	-5.52907e+07	-5.52907e+07	-5.52907e+07
502      NO_ID      -4.760975084   -5.12          4.974131205    0.2579541074   1.027197129    4.933839225    4.205108217    -2.686318457   4.949263628    -3.67501342    57011.72197    	-5.52907e+07	-5.52907e+07	-5.52907e+07
503      NO_ID      -0.1729013159  4.892106562    0.8329039952   -3.27455907    1.249738408    -0.5498112834  -2.913916026   -2.159895661   4.893159404    4.385502447    -248801.2684   	-5.52907e+07	-5.52907e+07	-5.52907e+07
504      NO_ID      -3.88782355    -1.258282043   -4.162419384   2.191603503    -2.390744686   4.890898433    -4.037702886   4.700961909    -5.09327605    -4.776954314   98324.01981    	-5.52907e+07	-5.52907e+07	-5.52907e+07
505      NO_ID      -1.366528249   4.968197579    -0.4580042803  -3.633872202   1.546717503    -0.1390128867  0.9795304439   -2.080927926   4.316465236    4.785853169    49037.42208    	-5.52907e+07	-5.52907e+07	-5.52907e+07
506      NO_ID      -3.63239137    4.761495292    1.402055415    -4.858139716   -1.83361986    2.936992456    -2.456031727   1.722051825    4.973621038    4.298603735    199366.674     	-5.52907e+07	-5.52907e+07	-5.52907e+07
507      NO_ID      4.643902843    -3.200136058   4.675540123    4.820236608    3.044168371    -3.452071764   3.94014478     3.93071414     -1.423479895   4.234719108    -263320.3324   	-5.52907e+07	-5.52907e+07	-5.52907e+07
508      NO_ID      -0.4430464188  4.007657264    -1.435764961   -2.627904275   0.6326608205   -3.097169559   -1.56007181    -1.65516649    3.693528763    4.960088181    114849.2063    	-5.52907e+07	-5.52907e+07	-5.52907e+07
509      NO_ID      3.254696138    -4.059945463   4.138003881    2.441501134    -0.2235141523  -3.053090019   -4.564679347   2.221989041    -0.2873312784  -5.12          -139220.3582   	-5.52907e+07	-5.52907e+07	-5.52907e+07
510      NO_ID      3.87814138     3.281166508    -3.852341859   2.168248728    -4.619011663   -4.037424346   -3.877589249   -5.036451836   4.40827452     -3.80291831    5405.585884    	-5.52907e+07	-5.52907e+07	-5.52907e+07
511      NO_ID      -0.763963068   4.314828857    0.7847047716   -3.343321344   0.8170959276   -0.8212362657  0.1016450315   -0.5068271556  4.586129265    4.867625444    2479785.072    	-5.52907e+07	-5.52907e+07	-5.52907e+07
512      NO_ID      -3.87002366    4.109414677    -4.582405092   2.590401541    -3.346369554   -4.043787117   2.803654696    -2.750988089   1.931932417    -4.119625381   -0.18331       	-5.52907e+07	-5.52907e+07	-5.52907e+07
513      NO_ID      5.037253336    3.082710259    0.05402942934  4.109900527    0.2933404108   -4.154955394   -2.267194446   -3.761545708   -1.906263668   -0.05486199469 -6489.277126   	-5.52907e+07	-5.52907e+07	-5.52907e+07
514      NO_ID      0.06618528631  4.687792293    -0.2372049752  -3.189608315   2.491238607    -2.271900676   -1.949985258   -0.8543923687  4.028439675    4.73845641     156460.9723    	-5.52907e+07	-5.52907e+07	-5.52907e+07
515      NO_ID      4.243335832    -4.844234742   4.909237025    -5.097017737   2.537197814    -4.134112464   -0.5733595859  -3.785673559   2.304432153    -4.561989525   6105.987441    	-5.52907e+07	-5.52907e+07	-5.52907e+07
516      NO_ID      -2.448029395   3.785876519    -0.8496484964  -3.482610348   0.8215145098   -1.686525349   -0.119111934   -3.300900403   5.086012024    4.510834116    4835.103385    	-5.52907e+07	-5.52907e+07	-5.52907e+07
517      NO_ID      0.7411667215   5.113496198    -4.335098308   -1.254781675   -5.017119933   -5.12          0.8504979496   -3.404892857   -4.865494762   4.094486407    34230.66713    	-5.52907e+07	-5.52907e+07	-5.52907e+07
518      NO_ID      0.6159869835   4.20092825     -4.766087119   3.776061717    4.930026774    3.429948514    -4.396475064   -0.2756627166  1.009056975    4.917600003    -168459.7142   	-5.52907e+07	-5.52907e+07	-5.52907e+07
519      NO_ID      -2.803654292   4.109749347    0.1187689617   -2.901720538   0.5124568625   -1.593786444   -1.402273874   -1.150565281   4.443653882    4.839334887    -27531.46594   	-5.52907e+07	-5.52907e+07	-5.52907e+07
520      NO_ID      4.559748726    3.259137543    -4.453039973   2.036073536    -4.835242155   -4.664702298   4.910152799    4.750451972    3.677101381    -3.371027202   5602.205584    	-5.52907e+07	-5.52907e+07	-5.52907e+07
521      NO_ID      -0.4595784673  4.929932625    -0.5261405044  -1.864917405   1.554502533    -2.273558103   -1.307354663   -2.026991522   4.663038661    2.698809294    4614.28727     	-5.52907e+07	-5.52907e+07	-5.52907e+07
522      NO_ID      4.714990401    -4.040349882   -4.764288045   2.243632774    -3.07303814    1.271550349    1.310778885    -3.378658719   2.362756116    5.12           -23542.87536   	-5.52907e+07	-5.52907e+07	-5.52907e+07
523      NO_ID      -0.8715155225  3.9541468      -1.442237231   -2.478471083   1.10044373     -1.726624462   -1.997784402   -3.96717722    4.675472374    4.855297754    746551.8634    	-5.52907e+07	-5.52907e+07	-5.52907e+07
524      NO_ID      5.12           -1.53277403    -0.5903075754  4.406258266    4.180193562    -4.58449772    4.121504       4.077762647    -3.983883261   -3.830941569   -562111.4089   	-5.52907e+07	-5.52907e+07	-5.52907e+07
525      NO_ID      -0.1028694586  4.788297034    -0.5381338955  -2.147199371   1.886343196    -2.244539508   -0.4837933212  -3.363936917   3.689161108    4.853971832    652477.9144    	-5.52907e+07	-5.52907e+07	-5.52907e+07
526      NO_ID      5.12           -2.648689144   -0.6314614833  4.721632429    2.008405067    1.983590967    -1.66857274    0.5961224255   4.838021993    5.117404286    -51100.78993   	-5.52907e+07	-5.52907e+07	-5.52907e+07
527      NO_ID      -0.9893595654  4.592533696    -0.1430478857  -3.131677926   -0.8300203087  -0.7939375071  0.2077883992   -2.352104757   4.84708001     4.999180237    -73664077.71   	-7.36641e+07	-7.36641e+07	-7.36641e+07
528      NO_ID      4.191136193    4.224462999    4.092514179    4.23493712     4.862508448    -4.868984584   0.2177216525   -1.86004388    5.12           -0.1510707025  -3947210.492   	-7.36641e+07	-7.36641e+07	-7.36641e+07
529      NO_ID      0.2056084227   4.182123745    0.6903790273   -2.230266942   -3.140094777   -2.377461926   0.7534545532   -3.177012092   4.909116249    4.304744266    147357.5729    	-7.36641e+07	-7.36641e+07	-7.36641e+07
530      NO_ID      5.086618131    -3.148055827   3.632824471    -3.688066222   1.693315211    4.683929241    -4.591537932   0.7242786212   3.661672447    1.557053569    917.319932     	-7.36641e+07	-7.36641e+07	-7.36641e+07
531      NO_ID      0.3522589411   3.726034077    -1.030483711   -2.595643612   -1.357297933   1.329674466    2.212174332    -1.624623543   3.001468765    4.671219858    255885.3744    	-7.36641e+07	-7.36641e+07	-7.36641e+07
532      NO_ID      4.471797227    2.433836785    4.157248812    2.957917537    -4.566760292   4.925779273    -0.4190140889  4.803410733    2.805433628    3.463217665    47285.04104    	-7.36641e+07	-7.36641e+07	-7.36641e+07
533      NO_ID      -2.886559821   4.379468498    -1.540645914   -1.656928546   -0.2820838484  1.532978069    1.153849905    -3.147075943   4.565740114    4.862243288    -415425.9919   	-7.36641e+07	-7.36641e+07	-7.36641e+07
534      NO_ID      4.942991109    -3.349151853   -3.275183163   -0.5540825053  -4.224245154   3.961611491    0.5899490548   1.311334015    -0.4786950496  -1.140843328   2.334685       	-7.36641e+07	-7.36641e+07	-7.36641e+07
535      NO_ID      -1.515265334   4.252847513    1.354038597    -2.690407629   -2.208185295   1.697600374    1.865738348    -2.500388653   5.005612188    4.316304573    741739.7761    	-7.36641e+07	-7.36641e+07	-7.36641e+07
536      NO_ID      -2.916451614   4.379892528    0.1457916485   0.8831589541   -0.2040448449  4.581425108    -0.5773635348  3.041011132    4.646375492    1.600925102    -19643.65314   	-7.36641e+07	-7.36641e+07	-7.36641e+07
537      NO_ID      -2.163394964   3.935594601    -0.2697743304  -2.729669375   -2.424205016   -1.011133241   1.940043949    -3.948824324   4.261782984    5.100652798    58840.45074    	-7.36641e+07	-7.36641e+07	-7.36641e+07
538      NO_ID      -4.512672218   -4.844117433   4.560169628    -1.488315058   0.6317180824   2.524986583    -2.557710545   -4.345205306   2.409624877    4.244547274    9159.890982    	-7.36641e+07	-7.36641e+07	-7.36641e+07
539      NO_ID      -0.7906883422  2.035435224    0.6218433862   -4.454739846   -1.676625394   -0.6791914304  1.779083701    -1.654324845   4.354536916    4.93958424     -548411.3574   	-7.36641e+07	-7.36641e+07	-7.36641e+07
540      NO_ID      -4.980200575   -2.504333452   -3.569057781   4.484252384    4.688019438    -2.44761621    4.02268071     -3.884970585   -0.4325622508  5.12           7555.705524    	-7.36641e+07	-7.36641e+07	-7.36641e+07
541      NO_ID      0.3580596395   3.737657853    0.7995045416   -1.961978454   -0.6940638445  -0.6215355863  1.004047027    -2.244990457   2.763110871    4.744777207    -2460939.979   	-7.36641e+07	-7.36641e+07	-7.36641e+07
542      NO_ID      1.501016416    1.32358951     -5.12          -4.088922839   -3.711039128   -4.04639555    -3.6521442     4.798406722    -0.9042712333  3.766843427    8593.617148    	-7.36641e+07	-7.36641e+07	-7.36641e+07
543      NO_ID      -1.247056947   4.489348219    -0.9015898961  -4.548780492   -2.619250588   1.237706068    -0.6723542443  -2.473596805   4.776538526    4.49053988     -812055.0642   	-7.36641e+07	-7.36641e+07	-7.36641e+07
544      NO_ID      1.575070275    -3.936698977   -3.415824243   -4.937921725   -0.8672370752  -4.789825063   -5.073281004   -1.24853481    -4.597531598   1.629734719    -1956.11482    	-7.36641e+07	-7.36641e+07	-7.36641e+07
545      NO_ID      -1.290145608   3.338360048    -2.300243133   -1.763468812   -2.106905591   -1.196549143   1.221646923    -1.708418031   4.185446646    5.003384889    26644.80942    	-7.36641e+07	-7.36641e+07	-7.36641e+07
546      NO_ID      5.074619744    -4.414775251   -2.558128011   -4.582813717   1.352787573    0.8797700121   -2.392792719   -4.905125048   -4.967926844   2.315872502    58822.95326    	-7.36641e+07	-7.36641e+07	-7.36641e+07
547      NO_ID      -1.070293215   4.500466717    2.266185105    -4.434160663   -1.686933894   0.3205188177   -0.09704801778 -2.178694526   5.024834495    4.627559205    -286154.0602   	-7.36641e+07	-7.36641e+07	-7.36641e+07
548      NO_ID      1.93878406     -3.680259458   -1.288566272   -4.596802514   2.675706119    -1.622603484   4.369111734    -4.434263534   0.1692705181   -1.493808287   101593.1879    	-7.36641e+07	-7.36641e+07	-7.36641e+07
549      NO_ID      -1.737177097   4.658293333    -2.094413971   -4.610778394   -0.6868545553  -0.09781064333 0.3810179573   -3.007968731   2.891070761    4.9584798      3211742.614    	-7.36641e+07	-7.36641e+07	-7.36641e+07
550      NO_ID      0.6956026199   -2.851466076   -4.776413576   2.391154626    4.016741397    4.666366076    -3.852790554   4.746469172    -4.782425802   3.710806043    7646.817984    	-7.36641e+07	-7.36641e+07	-7.36641e+07
551      NO_ID      -0.5110278757  4.711082575    -0.5672984041  -2.57126594    -1.655773494   -2.003876908   1.855439659    -1.361998674   3.79238515     3.615632955    -5133534.739   	-7.36641e+07	-7.36641e+07	-7.36641e+07
552      NO_ID      4.697176601    4.45852847     -2.835626844   3.421964037    -0.3655372779  4.733025544    3.75850328     2.509695858    4.415687872    -4.028576034   132321.7272    	-7.36641e+07	-7.36641e+07	-7.36641e+07
553      NO_ID      -1.364956142   2.894440804    -1.137991828   -3.247291604   -0.5762020549  0.312026537    -0.458391533   -4.119785267   4.107749931    4.3800972      -1254.746919   	-7.36641e+07	-7.36641e+07	-7.36641e+07
554      NO_ID      0.05152689029  1.048063148    0.2623231147   5.022319235    3.047348591    -3.84099938    -1.060123587   4.545501112    3.884195889    4.907660925    18073.64979    	-7.36641e+07	-7.36641e+07	-7.36641e+07
555      NO_ID      -0.7072617064  3.283152966    0.4533439748   -1.795672236   -0.5383408613  0.06289399412  2.043431496    -3.21173663    4.980171579    4.809509924    13573.9924     	-7.36641e+07	-7.36641e+07	-7.36641e+07
556      NO_ID      -4.371234023   -2.901151546   4.352631687    4.012717027    0.748661224    -4.651972577   2.512402208    4.63994296     4.972148355    -3.787789266   -4225.587459   	-7.36641e+07	-7.36641e+07	-7.36641e+07
557      NO_ID      -2.237508203   4.170825713    -0.1088290716  -2.081505123   -1.497155796   -1.49306868    -1.817639082   -2.963323534   5.095442318    3.930022223    -2644813.512   	-7.36641e+07	-7.36641e+07	-7.36641e+07
558      NO_ID      -1.754408449   -4.278147244   1.05152592     -0.6235932801  -3.426746403   -4.930623108   3.608057936    -1.406931848   -3.67516076    5.12           1728.862043    	-7.36641e+07	-7.36641e+07	-7.36641e+07
559      NO_ID      -1.504408277   4.399919549    -0.1479521575  -4.886535993   -1.46907489    0.2690083551   1.261912636    -1.713251255   4.634380974    5.12           6639917.816    	-7.36641e+07	-7.36641e+07	-7.36641e+07
560      NO_ID      4.745546962    -1.980600237   4.458710867    0.4281982241   -5.12          -2.879676057   3.5295785      3.768403004    -3.093201389   4.003529357    490.073151     	-7.36641e+07	-7.36641e+07	-7.36641e+07
561      NO_ID      -0.2669022782  4.037590968    -0.8536441589  -3.581403687   -1.586035172   -1.882894073   0.3748273796   -4.780403068   4.785869883    4.833594448    -8967162.935   	-7.36641e+07	-7.36641e+07	-7.36641e+07
562      NO_ID      -2.537466142   -3.729394074   4.840669961    3.450538042    -4.915448226   3.732768488    -3.000354165   -0.3489672167  -4.684653974   -1.595463559   -2616.401184   	-7.36641e+07	-7.36641e+07	-7.36641e+07
563      NO_ID      -2.068863512   4.74485512     1.047267458    -1.790581081   0.6233116482   0.4411415375   0.2096263021   -2.59459493    4.767330261    5.059833048    88791.41443    	-7.36641e+07	-7.36641e+07	-7.36641e+07
564      NO_ID      -1.43476528    -3.048123608   4.606898041    2.63081005     -3.243996473   0.09587980822  -4.236493084   -3.103278323   5.003159585    -4.041885323   1.065689       	-7.36641e+07	-7.36641e+07	-7.36641e+07
565      NO_ID      -3.839576356   -4.917917737   4.360641892    3.065767631    -1.464002729   1.058176622    5.081081608    -4.46338103    -3.984492337   2.660777396    -16249.99446   	-7.36641e+07	-7.36641e+07	-7.36641e+07
566      NO_ID      -1.457292831   2.7302175      0.7657020453   -2.457698564   -2.151149545   -0.3760263829  -0.5814772236  -3.117259484   4.888841877    5.12           -4734019.057   	-7.36641e+07	-7.36641e+07	-7.36641e+07
567      NO_ID      -2.44110592    0.06289923365  -2.536069837   -4.566911517   -5.016050062   0.581196736    -4.610753278   1.719902093    -4.360456702   2.319390589    687.860884     	-7.36641e+07	-7.36641e+07	-7.36641e+07
568      NO_ID      1.66307308     4.295887821    0.9423672327   -2.948858491   -1.099614222   0.5420749129   -0.05461066929 -2.967970161   4.912443155    5.052466499    -216858.0931   	-7.36641e+07	-7.36641e+07	-7.36641e+07
569      NO_ID      -4.387791639   1.805393589    -2.050436958   5.12           -0.2727643704  -5.062264149   -3.484252533   -4.523079231   -0.2781225601  -0.4248203253  171999.7567    	-7.36641e+07	-7.36641e+07	-7.36641e+07
570      NO_ID      -0.6793789095  4.601203422    -3.009639762   -2.663460353   -0.6600669604  -0.7689133021  -0.4735032022  -3.011859965   4.621093711    4.735976351    13192387.04    	-7.36641e+07	-7.36641e+07	-7.36641e+07
571      NO_ID      4.835926773    5.089453002    3.136588912    3.255837953    -3.499332707   -3.191267006   1.673802326    4.264515692    2.95872232     -0.7402495064  -321436.3201   	-7.36641e+07	-7.36641e+07	-7.36641e+07
572      NO_ID      -2.369197587   3.537151738    0.630045363    -4.439707497   -0.5601207768  -0.6474352631  0.3196207011   -3.008527235   4.017752476    4.067291242    1375.833251    	-7.36641e+07	-7.36641e+07	-7.36641e+07
573      NO_ID      -3.492674637   1.293307134    -5.077253742   -4.368199297   -2.012795855   2.193954981    3.894188886    5.079435996    -3.052810355   0.4622753811   53844.74143    	-7.36641e+07	-7.36641e+07	-7.36641e+07
574      NO_ID      -0.3187893464  4.844162993    -0.5514339993  -3.801370876   -2.0962763     -0.2060551985  1.716428432    -3.489150474   4.395836953    3.281741756    -2555030.776   	-7.36641e+07	-7.36641e+07	-7.36641e+07
575      NO_ID      4.896213954    2.831120753    0.9018099766   -4.184328506   -1.888336607   -4.941023904   -2.61700866    3.448153051    3.510572799    -4.34336959    -5526.972548   	-7.36641e+07	-7.36641e+07	-7.36641e+07
576      NO_ID      -1.133800071   4.511526694    0.2800194391   -2.968764972   -0.8631882596  1.202385127    -0.4664787369  -2.859274232   3.613377197    3.872337469    2.473108       	-7.36641e+07	-7.36641e+07	-7.36641e+07
577      NO_ID      4.114100073    -5.01508791    2.816308569    3.705657942    -3.318061317   -4.454513229   1.173320394    1.595492042    -4.932728843   -2.797111969   -519.510436    	-7.36641e+07	-7.36641e+07	-7.36641e+07
578      NO_ID      0.08436110105  4.471369583    -0.6231471135  -4.221853013   -1.202442198   -1.397372574   -1.714746701   -2.232616443   4.700834956    4.145908294    -93194.38462   	-7.36641e+07	-7.36641e+07	-7.36641e+07
579      NO_ID      0.01321089133  -1.560762652   5.105227362    -2.514455301   5.070548572    -3.129974946   4.76802156     -2.191223139   -3.14451691    5.12           -2014146.936   	-7.36641e+07	-7.36641e+07	-7.36641e+07
580      NO_ID      0.5876962581   3.510193521    -1.018345053   -2.83795719    -1.59306667    -1.123439682   0.1777485411   -2.441731938   3.841413177    3.778411812    101.506875     	-7.36641e+07	-7.36641e+07	-7.36641e+07
581      NO_ID      -0.6013874132  -2.244366197   3.150306606    -4.099495784   4.276836204    -0.04494143166 3.847464249    4.50886158     -4.981164486   -5.12          4315.416532    	-7.36641e+07	-7.36641e+07	-7.36641e+07
582      NO_ID      -1.311075709   4.666080581    0.420799058    -3.012926359   -2.079245102   -1.261068207   0.7085651377   -2.823101764   2.688733319    4.58742725     1709624.451    	-7.36641e+07	-7.36641e+07	-7.36641e+07
583      NO_ID      4.919967241    2.259875112    -4.262112885   -1.042430112   -0.3422109437  2.978307781    -3.66598641    4.542757198    5.12           4.170800803    -7545.517159   	-7.36641e+07	-7.36641e+07	-7.36641e+07
584      NO_ID      -0.3607429003  4.230166856    -0.8099551758  -4.113243391   -1.242551243   -1.729727851   0.06116066971  -0.4582661361  5.053290065    4.449364355    -59853.37385   	-7.36641e+07	-7.36641e+07	-7.36641e+07
585      NO_ID      -2.544802226   -0.5739042894  -1.15288002    -2.57250185    3.514705696    -5.114062695   -4.880486441   4.569645531    4.342275491    -4.874861702   10919.93294    	-7.36641e+07	-7.36641e+07	-7.36641e+07
586      NO_ID      -2.358190948   4.564257618    -0.3481392823  -2.361165088   -1.688630481   -0.2633460537  0.782277173    -1.62475231    4.498633123    3.024448451    5995.919182    	-7.36641e+07	-7.36641e+07	-7.36641e+07
587      NO_ID      -2.789691059   3.578238885    2.639287055    -4.124641302   -4.733650288   5.007923584    1.642234453    -5.12          -0.8420819472  -4.938767418   569.42757      	-7.36641e+07	-7.36641e+07	-7.36641e+07
588      NO_ID      0.1828686299   4.787225698    -0.6914730075  -1.734268719   0.1874633797   0.2039641233   0.5476970196   -3.33822707    4.92760151     4.197548528    109156.8542    	-7.36641e+07	-7.36641e+07	-7.36641e+07
589      NO_ID      4.072082071    4.138031602    4.902233056    -2.781598577   -2.621812864   3.795254898    3.996182084    1.071184244    -3.5771461     -4.721420507   -8.944862      	-7.36641e+07	-7.36641e+07	-7.36641e+07
590      NO_ID      -2.21615592    3.311916687    -0.4473559228  -2.943189568   -0.4133461593  -1.859670474   1.601794801    -2.348348739   4.42084804     4.867725379    -5671.312122   	-7.36641e+07	-7.36641e+07	-7.36641e+07
591      NO_ID      2.874275982    4.579076168    4.348891275    -4.20757164    2.639381001    4.635753875    -2.267747261   4.550954603    4.925615942    -0.9455090613  38071.92703    	-7.36641e+07	-7.36641e+07	-7.36641e+07
592      NO_ID      -1.262305454   4.288777015    2.213856421    -1.650432477   -1.341309856   -1.413906235   0.4120218061   -2.284469528   4.493224406    4.646996079    -598925.2608   	-7.36641e+07	-7.36641e+07	-7.36641e+07
593      NO_ID      4.598070774    4.799252865    4.904004853    0.2822884957   4.566133691    5.12           -0.6116581256  -2.497185069   3.696314488    -3.485793941   4956651.258    	-7.36641e+07	-7.36641e+07	-7.36641e+07
594      NO_ID      -0.2929814738  5.116938686    -1.425653779   -2.685343899   -2.478297213   -0.3113204164  -0.3023335516  -3.13969497    4.688927764    4.808944568    -18267707.46   	-7.36641e+07	-7.36641e+07	-7.36641e+07
595      NO_ID      4.277195893    0.3713738903   1.013331404    -3.587468821   3.455736731    0.6242631019   -2.697742674   -5.12          4.616958299    -4.67476654    1110.224002    	-7.36641e+07	-7.36641e+07	-7.36641e+07
596      NO_ID      -0.02261671523 5.063651015    0.4982138367   -4.24628785    -0.07662822268 0.2544449967   0.3255453964   -3.855766151   4.837604688    4.608604143    114695.0977    	-7.36641e+07	-7.36641e+07	-7.36641e+07
597      NO_ID      0.6391243252   -4.883180794   5.12           -4.018757426   4.495428929    4.844645298    -4.213850684   -3.335109026   2.325457282    -3.246214442   207.760743     	-7.36641e+07	-7.36641e+07	-7.36641e+07
598      NO_ID      -0.4397123057  3.785695842    0.347217022    -3.965763353   -1.593960503   0.1167389227   -0.5381422268  -1.930468605   5.081246581    3.565749087    9254.657964    	-7.36641e+07	-7.36641e+07	-7.36641e+07
599      NO_ID      3.828730667    -3.149740192   -4.61651135    4.562994597    3.432878253    -4.946736007   1.543097948    -3.45627244    -4.829508821   4.716124678    -4135.175447   	-7.36641e+07	-7.36641e+07	-7.36641e+07
600      NO_ID      -0.0003918303727 4.130602517    -0.8194799825  -3.547887186   0.02292008272  -0.5085495121  -0.1295908872  -2.987280801   3.025828653    5.111871906    -198795.015    	-7.36641e+07	-7.36641e+07	-7.36641e+07
601      NO_ID      4.09514887     -4.532882054   4.845001938    4.08566513     0.3171144093   2.540427197    -4.982752681   0.0393157287   -4.726254284   4.29029038     -2127.262172   	-7.36641e+07	-7.36641e+07	-7.36641e+07
602      NO_ID      -1.36956461    3.521716679    -0.8370597126  -3.531671771   -0.8545103058  -1.261843995   -0.2483641177  -1.343126506   3.20007127     4.919400779    49764715.5     	-7.36641e+07	-7.36641e+07	-7.36641e+07
603      NO_ID      4.187724327    -4.394802315   5.043148996    3.611264217    0.7179976263   -4.504950871   -3.115448726   0.7835419576   2.228182714    3.713633158    -119077.3774   	-7.36641e+07	-7.36641e+07	-7.36641e+07
604      NO_ID      -1.709163678   4.776941496    -1.641548086   -1.829382663   0.3477112507   -1.026940529   0.4967681983   -1.538819868   4.579447142    4.996351667    10171063.13    	-7.36641e+07	-7.36641e+07	-7.36641e+07
605      NO_ID      -2.426990663   -1.903203578   4.492493147    -1.103738956   -4.782379911   -4.319937295   0.6344154261   4.927320542    5.036764661    -1.384516616   47952.56392    	-7.36641e+07	-7.36641e+07	-7.36641e+07
606      NO_ID      -0.9699842419  3.83719432     -0.8929268251  -3.349426877   -0.5413350955  0.6600562944   1.234956723    -2.921815417   4.548974155    3.972239367    -43342.78829   	-7.36641e+07	-7.36641e+07	-7.36641e+07
607      NO_ID      -1.973709047   -5.014053965   1.167593754    5.034921114    2.727583683    0.164516835    4.337886774    3.550319582    -3.085654646   -4.85954036    -11014.89015   	-7.36641e+07	-7.36641e+07	-7.36641e+07
608      NO_ID      -2.308867136   5.12           -1.573848572   -3.007348439   -1.146730272   -1.373253321   0.04925929193  -2.793592775   4.228724566    4.31293088     85084.76541    	-7.36641e+07	-7.36641e+07	-7.36641e+07
609      NO_ID      -1.178331782   4.051079056    1.633472755    2.600303381    3.970873349    -5.105406303   3.966603434    2.402026167    -2.753030339   0.4629733054   -1.211738      	-7.36641e+07	-7.36641e+07	-7.36641e+07
610      NO_ID      0.7073590972   4.759831805    -0.4691262736  -2.954856417   -0.5110713794  0.5235699996   0.6263620372   -1.657373935   5.12           5.11176131     21969.35386    	-7.36641e+07	-7.36641e+07	-7.36641e+07
611      NO_ID      -4.948683241   0.1321111581   -4.328541453   5.063533471    3.891777821    -2.574563749   -0.06772865779 -1.52729021    2.369999397    -4.329442001   -17966.23777   	-7.36641e+07	-7.36641e+07	-7.36641e+07
