%eval_id interface cdv_1          cdv_2          cdv_3          cdv_4          cdv_5          cdv_6          cdv_7          cdv_8          cdv_9          cdv_10         obj_fn         	best_so_far	best_so_far	best_so_far
1        NO_ID      0.8479187783   4.945546381    -4.094571296   1.988446425    -2.063400526   -1.734059996   0.04259290805  1.166580101    3.97388397     -1.09520893    4201.865458    
205      NO_ID      -1.787692167   4.592007526    4.459505373    -1.205380094   -0.665440765   0.05658604222  -0.1515634355  -0.5138568942  3.132683082    4.496075635    50176.90977    	-1.34968e+07	-1.34968e+07	-1.34968e+07
206      NO_ID      4.518078414    -3.164905716   -3.595072277   -0.6522422719  -2.61915186    5.008044062    -4.360307618   -4.998697254   2.871796697    0.260433308    15505.68321    	-1.34968e+07	-1.34968e+07	-1.34968e+07
207      NO_ID      -1.328736323   -3.761726768   -5.097068408   4.209956115    2.091500481    3.309589167    1.049920866    -5.079810682   -4.643859412   2.856961923    892.03492      	-1.34968e+07	-1.34968e+07	-1.34968e+07
208      NO_ID      0.1790664539   3.394312947    0.3967856716   -0.7654756501  -0.7064668136  0.1963155848   -3.791512884   -2.178601564   1.964884658    1.174172911    -53088.21583   	-1.34968e+07	-1.34968e+07	-1.34968e+07
209      NO_ID      -1.564548619   -2.858996544   0.8627452272   -0.2993295408  -1.29923995    4.739873688    -0.7519277436  -2.919868464   -1.535078685   -5.06437404    73567383.75    	-1.34968e+07	-1.34968e+07	-1.34968e+07
210      NO_ID      -1.234695496   1.543365829    0.6462160959   -4.486249479   -2.725931067   -1.212455669   0.2148900543   -5.12          4.434623904    0.2502313229   -1855.081565   	-1.34968e+07	-1.34968e+07	-1.34968e+07
211      NO_ID      -3.71996422    0.9744956926   -4.219308885   -2.589745061   1.511651557    -2.984482416   -3.755049876   -3.646794537   2.085861807    -5.115704736   1.016459       	-1.34968e+07	-1.34968e+07	-1.34968e+07
212      NO_ID      2.742556839    4.508301745    2.977863294    -3.037947519   1.353137169    -1.604440818   -2.474702678   -4.286708492   2.003456825    2.958389711    -48.523796     	-1.34968e+07	-1.34968e+07	-1.34968e+07
213      NO_ID      4.31786052     0.3438066979   -2.580071449   5.12           4.539049137    -2.093742684   -4.952813414   -0.8100713278  -1.832335161   4.933610697    1997817.729    	-1.34968e+07	-1.34968e+07	-1.34968e+07
214      NO_ID      0.3510153249   2.672769679    0.1061613175   -3.379797295   -2.118794629   -1.636564489   0.7541851806   -4.002504262   0.9955597482   5.000471874    -50032.58686   	-1.34968e+07	-1.34968e+07	-1.34968e+07
215      NO_ID      -2.413958287   1.955291668    -3.603138379   3.824911042    -3.032553375   -0.861787371   4.348198622    -1.719099576   0.4961672774   2.169053504    -76819.47539   	-1.34968e+07	-1.34968e+07	-1.34968e+07
216      NO_ID      0.4872851823   1.607866425    0.5285283955   2.852259155    3.60772763     -5.078770787   0.8280222299   2.246977023    3.598002829    -4.687069692   113.232929     	-1.34968e+07	-1.34968e+07	-1.34968e+07
217      NO_ID      1.275974797    4.4160453      -0.2198595541  -4.722018316   -0.2852624733  -0.1563159922  -4.173320682   -5.057736295   3.543741469    2.002163684    -290.590713    	-1.34968e+07	-1.34968e+07	-1.34968e+07
218      NO_ID      4.138592312    4.519505216    -5.12          4.992087387    -3.946038063   4.464090055    5.032010533    5.037719819    -1.645880964   4.669645416    473237.6613    	-1.34968e+07	-1.34968e+07	-1.34968e+07
219      NO_ID      0.1694630373   1.515770886    0.1548486045   -4.002383577   1.996485482    -1.691116096   0.04156722311  -3.430679211   5.098900247    3.935009698    565.274079     	-1.34968e+07	-1.34968e+07	-1.34968e+07
220      NO_ID      -5.039188672   2.835865989    -0.82377155    -2.696853358   1.599359038    0.869465023    -1.166887106   5.10175194     -4.942219368   -2.098907026   45046.66507    	-1.34968e+07	-1.34968e+07	-1.34968e+07
221      NO_ID      -0.6155880861  4.915993692    -1.105070163   -2.840119869   -1.596121263   -0.7104284287  -1.7471512     -4.639930398   2.764170598    -0.59396442    -1014894.422   	-1.34968e+07	-1.34968e+07	-1.34968e+07
222      NO_ID      4.916654129    -3.896745874   1.867070789    3.061945727    -4.133419051   1.907187034    -3.397701085   -3.85341018    0.003339971526 -3.471844206   13507.69492    	-1.34968e+07	-1.34968e+07	-1.34968e+07
223      NO_ID      0.4508593204   2.596328197    1.390102392    -4.920570495   -0.07535494255 -2.767114193   1.490853821    -1.726863411   3.602455297    0.146034711    129.710136     	-1.34968e+07	-1.34968e+07	-1.34968e+07
224      NO_ID      -1.027720591   2.730596573    -4.651852865   4.416356956    2.945280854    5.094935623    -4.247905259   -4.971326218   -1.278809217   -4.685580507   -1201.611695   	-1.34968e+07	-1.34968e+07	-1.34968e+07
225      NO_ID      1.456800363    5.09754146     0.5356612296   0.2384269538   -2.051196691   -1.542888725   0.9717614317   -4.929329978   3.388630507    4.494766729    -20488.73797   	-1.34968e+07	-1.34968e+07	-1.34968e+07
226      NO_ID      -0.5683975875  -1.988080596   -4.594455602   -0.5427957758  -5.055771663   3.623352782    -4.961413873   2.25212276     4.95641576     -4.443614182   488617.7002    	-1.34968e+07	-1.34968e+07	-1.34968e+07
227      NO_ID      0.8227989258   4.87386849     0.1570596308   -2.412858872   2.943401442    -0.6088781872  -1.661753102   -2.567552569   3.965212292    0.7850506315   74245.48798    	-1.34968e+07	-1.34968e+07	-1.34968e+07
228      NO_ID      -2.746704653   3.987293015    4.064868997    -4.688589563   -4.672883757   -4.582960739   -4.736574554   -3.129341455   -5.12          -2.783028912   -0.016136      	-1.34968e+07	-1.34968e+07	-1.34968e+07
229      NO_ID      -1.610075594   4.168674303    4.036146397    -3.551845256   0.4477556193   -1.879070871   -3.620090813   -3.605790613   4.207874014    1.333630454    94396.82887    	-1.34968e+07	-1.34968e+07	-1.34968e+07
230      NO_ID      3.768248558    3.326508721    -4.230146067   4.674852291    3.803493538    -1.744263257   -1.636566727   5.12           -5.114504105   -4.958300146   4818.21445     	-1.34968e+07	-1.34968e+07	-1.34968e+07
231      NO_ID      2.606005326    4.431939358    0.9318272286   -0.5806982859  -2.76514818    -0.7878686979  -0.3596814626  -1.436771755   2.44189176     1.457610301    69282.52338    	-1.34968e+07	-1.34968e+07	-1.34968e+07
232      NO_ID      -0.07751720407 2.92290631     -3.190249595   -1.822068285   3.435067454    -3.363313777   0.03869915539  4.674077454    -3.924985751   5.053062395    60756.93422    	-1.34968e+07	-1.34968e+07	-1.34968e+07
233      NO_ID      0.7208462885   3.41104247     1.368025251    -1.708407636   -0.2273479413  0.02056622668  2.729676607    -2.841194764   2.09933539     2.087631717    -6812.641342   	-1.34968e+07	-1.34968e+07	-1.34968e+07
234      NO_ID      -1.745804549   4.35684977     -4.109554949   1.613182414    -4.68606729    1.402210788    -4.339408274   4.224888017    -0.794198789   4.034416131    3189.104326    	-1.34968e+07	-1.34968e+07	-1.34968e+07
235      NO_ID      -1.328137224   2.472026911    2.81228522     -4.810552503   -2.588626983   1.21808951     -1.577476805   -1.680395909   2.877702012    4.314091787    268581.0171    	-1.34968e+07	-1.34968e+07	-1.34968e+07
236      NO_ID      4.401710822    5.019443779    -2.943488946   4.70556225     0.6985122318   4.079145713    3.35972529     -4.128332176   0.0811188755   2.74674165     -194213.2467   	-1.34968e+07	-1.34968e+07	-1.34968e+07
237      NO_ID      -4.814827078   -0.5272286896  -3.967001863   2.2220665      0.8371494982   4.887845918    4.973385339    -0.8190656329  4.298315655    -1.62675433    17736616.59    	-1.34968e+07	-1.34968e+07	-1.34968e+07
238      NO_ID      0.8169677198   5.096338357    2.414363108    -1.425726151   -3.217473833   -3.704810823   -2.872943616   -3.827942921   3.552189062    4.05529271     -855.419659    	-1.34968e+07	-1.34968e+07	-1.34968e+07
239      NO_ID      -4.460068936   -2.679619537   -3.368912279   3.629382976    3.179648885    4.723112399    -1.020456825   4.921495188    0.9505065698   -5.12          -153205.5039   	-1.34968e+07	-1.34968e+07	-1.34968e+07
240      NO_ID      -0.1614969619  -0.6618749427  -4.611490219   1.556734863    1.004463102    1.683336608    4.713785921    -3.805468558   -1.841475108   -3.765419349   -2178.756336   	-1.34968e+07	-1.34968e+07	-1.34968e+07
241      NO_ID      -1.224365225   4.906989258    0.4393259427   -4.860067366   0.4049448974   1.174360756    -0.9089813918  -1.052686693   4.915412352    0.07474193527  4096820.862    	-1.34968e+07	-1.34968e+07	-1.34968e+07
242      NO_ID      0.9476457013   5.12           -4.903739459   -3.673741096   5.114866737    3.078958936    4.483334774    -4.836013757   -4.819494053   -4.461257988   -1056.760218   	-1.34968e+07	-1.34968e+07	-1.34968e+07
243      NO_ID      -1.706261135   2.43576223     3.004215163    -0.7659071429  -0.6278985457  -0.05540100791 1.043580941    -4.904724868   4.783079644    3.359916834    -75585.38956   	-1.34968e+07	-1.34968e+07	-1.34968e+07
244      NO_ID      4.102853482    -4.201281039   3.908448093    3.188736146    2.913801633    3.294931579    -2.483672776   -3.646393562   3.629476437    -1.671656522   4456.910711    	-1.34968e+07	-1.34968e+07	-1.34968e+07
245      NO_ID      -1.64550873    2.907679357    2.775644776    -4.129604819   -0.03663121825 -4.074873638   -0.0313633635  -3.082621425   3.052284209    4.369307619    -55473.91528   	-1.34968e+07	-1.34968e+07	-1.34968e+07
246      NO_ID      2.18339106     -3.405366099   5.071242415    5.08870574     4.379840381    5.12           4.958192734    3.66638702     4.54807426     4.389994       -475477.1192   	-1.34968e+07	-1.34968e+07	-1.34968e+07
247      NO_ID      -3.182394857   5.12           1.920683422    -4.770934088   -3.114861187   -1.684055179   -1.746043149   -3.55905642    2.619046155    1.39425522     1074.948254    	-1.34968e+07	-1.34968e+07	-1.34968e+07
248      NO_ID      4.017250928    -0.6330048994  -0.6596762138  -1.443007409   4.559012404    4.748842912    1.613278708    4.847206929    3.000950636    4.192963418    373346.5184    	-1.34968e+07	-1.34968e+07	-1.34968e+07
249      NO_ID      0.9404800452   4.108773407    -0.9218077698  -2.807753684   -1.732696331   -3.284527096   -0.04099416256 0.05788483504  4.916301289    3.406478662    31795.91808    	-1.34968e+07	-1.34968e+07	-1.34968e+07
250      NO_ID      -3.805103218   -5.12          -4.212504788   3.653288468    -2.038017162   -4.28808105    4.909957683    -1.455202382   -1.311835968   -1.270798236   177284.0886    	-1.34968e+07	-1.34968e+07	-1.34968e+07
251      NO_ID      1.231698039    4.770401032    3.480351083    -2.022599015   -1.848256694   -0.4655978473  -2.378837509   -4.580352989   4.448458046    -0.6243826206  -43569.61164   	-1.34968e+07	-1.34968e+07	-1.34968e+07
252      NO_ID      4.824826466    4.108468843    -3.427199465   4.722913518    4.040031565    -4.769252756   2.483467677    1.493178181    -3.354390012   4.674400366    -27967.86352   	-1.34968e+07	-1.34968e+07	-1.34968e+07
253      NO_ID      -1.922977073   4.596670361    0.04816070785  -3.128703529   0.4835678851   0.1110165876   -0.5521719587  -3.716509343   1.376934952    4.494075822    520.473449     	-1.34968e+07	-1.34968e+07	-1.34968e+07
254      NO_ID      -0.8193299088  2.859003129    3.914333267    -2.914908015   4.392189387    3.661185106    -0.1378610569  -2.675774131   -0.966983777   2.676971624    656285.4528    	-1.34968e+07	-1.34968e+07	-1.34968e+07
255      NO_ID      -2.790702116   4.816526262    1.646143045    -1.033191233   -2.217177396   0.4585032599   -3.401790812   -3.761528509   4.12705685     3.390048113    -7142.328969   	-1.34968e+07	-1.34968e+07	-1.34968e+07
256      NO_ID      3.934375353    5.036996595    3.537482227    1.528181798    0.4171020704   4.956119546    4.829351371    3.977099434    0.1460921653   1.417465566    289.131666     	-1.34968e+07	-1.34968e+07	-1.34968e+07
257      NO_ID      2.236653532    3.221857676    0.02441753751  -2.732481797   0.2483977341   -0.2236308874  -2.801675819   -1.018006351   4.759099681    4.056929716    67535.57899    	-1.34968e+07	-1.34968e+07	-1.34968e+07
258      NO_ID      3.904819707    0.7212945767   -4.679748843   5.075517661    -5.12          -4.287723642   4.974374004    3.756084741    -1.766910603   1.90309329     -636.595188    	-1.34968e+07	-1.34968e+07	-1.34968e+07
259      NO_ID      1.893612898    4.103777345    2.771114131    -2.257235697   -3.438209583   -0.3107768645  1.53890849     -4.842128082   3.514712324    1.308850879    428.16167      	-1.34968e+07	-1.34968e+07	-1.34968e+07
260      NO_ID      2.879969237    -3.624329157   4.659062729    4.933539023    -3.822926434   -1.170979329   4.901898094    4.332141742    4.773438636    -3.185854773   -2443789.425   	-1.34968e+07	-1.34968e+07	-1.34968e+07
261      NO_ID      1.744166456    4.487809332    1.638288152    -3.165823333   -2.766668104   2.62381263     -2.216410232   -3.869522026   2.889361972    2.713190569    -73.834978     	-1.34968e+07	-1.34968e+07	-1.34968e+07
262      NO_ID      3.240928444    -4.648534525   2.743637419    3.530236049    -3.838537323   2.798659607    2.215760579    2.223345023    2.983591073    2.39911178     19.284016      	-1.34968e+07	-1.34968e+07	-1.34968e+07
263      NO_ID      -4.939967622   4.425465459    0.2240456705   -4.448602469   5.12           3.796992       4.734676419    3.456686816    -1.029974425   -0.6890189741  1028225.028    	-1.34968e+07	-1.34968e+07	-1.34968e+07
264      NO_ID      1.314145232    4.286035947    1.709831247    -4.297961011   -1.556548384   0.5835500714   0.5646660724   -1.191862301   1.608617957    4.334181111    472.88952      	-1.34968e+07	-1.34968e+07	-1.34968e+07
265      NO_ID      2.611734462    3.385522698    -2.773087148   4.540914833    -5.083209894   -1.765633892   4.673020012    -4.497210052   -2.739233407   -4.126643899   14.063191      	-1.34968e+07	-1.34968e+07	-1.34968e+07
266      NO_ID      1.201400573    1.89822447     3.304932913    -1.780857967   -2.830973027   -1.656294839   -0.5755397628  -3.181094815   4.991234964    2.764361556    24082.46701    	-1.34968e+07	-1.34968e+07	-1.34968e+07
267      NO_ID      4.861972671    -0.2245203164  3.446441084    5.12           -1.299545194   -3.249352018   -2.26336121    0.5053084596   4.843992808    -1.895708239   -219881.154    	-1.34968e+07	-1.34968e+07	-1.34968e+07
268      NO_ID      0.1313932698   4.450383001    3.117252581    -4.758358621   -0.5719680878  -1.954899046   -1.893381377   -1.518738444   1.416454168    2.752521642    12509.60231    	-1.34968e+07	-1.34968e+07	-1.34968e+07
269      NO_ID      -3.879183906   -4.525139645   3.967753687    -2.630323221   -4.441147909   -1.652534449   3.120973065    -4.693526041   -5.12          -1.596344026   -1777.048472   	-1.34968e+07	-1.34968e+07	-1.34968e+07
270      NO_ID      2.015193295    4.182167328    3.627456403    -1.810829408   -0.1655294398  -0.2513603764  0.330580654    -3.273969546   5.023707467    4.552831406    -2304.601264   	-1.34968e+07	-1.34968e+07	-1.34968e+07
271      NO_ID      4.541354736    -3.753482943   -0.04608146331 -4.807773941   4.906987721    -1.045622598   3.429895241    5.010915646    4.183236459    -2.56417845    -127191.819    	-1.34968e+07	-1.34968e+07	-1.34968e+07
272      NO_ID      0.007531555869 4.168046159    -0.7087108208  -1.609510606   -1.116552159   -2.311425605   1.262648422    -5.038948065   4.515519468    1.134411689    595.674162     	-1.34968e+07	-1.34968e+07	-1.34968e+07
273      NO_ID      1.1783567      0.1698636867   -2.519098736   -3.517089828   -0.5581101244  -3.170660188   1.361488934    4.468697252    4.881907791    -0.04390191192 111178.8503    	-1.34968e+07	-1.34968e+07	-1.34968e+07
274      NO_ID      0.3799482079   3.775096668    0.8737702381   -3.29764137    1.050379785    2.202759826    -1.090418025   -4.518711265   4.534393918    4.325663972    1636.313239    	-1.34968e+07	-1.34968e+07	-1.34968e+07
275      NO_ID      -1.773970171   0.4181188668   2.126997927    -4.99344147    0.08366602933  -3.841240854   1.017096704    -2.790251658   -4.451927524   1.889135091    29.766763      	-1.34968e+07	-1.34968e+07	-1.34968e+07
276      NO_ID      -1.198291936   3.601930184    -0.4651955956  -3.746882528   -2.408776729   -0.5636115277  -3.878491114   -2.747340496   2.960501115    3.926648393    6.043154       	-1.34968e+07	-1.34968e+07	-1.34968e+07
277      NO_ID      4.324408894    -1.450563125   -1.28538782    -5.027140034   3.251644345    4.944041591    -1.43552676    3.140078569    -4.155188109   -3.853424248   7155749.828    	-1.34968e+07	-1.34968e+07	-1.34968e+07
278      NO_ID      2.050821034    3.872993529    -0.4496218341  -3.351753407   -0.4868725571  -2.3922257     0.3620363525   -3.396693342   4.290981343    4.744284874    260.941024     	-1.34968e+07	-1.34968e+07	-1.34968e+07
279      NO_ID      0.681745335    -4.416877105   -4.897254295   -2.153840939   -5.104663814   -0.3724011112  -3.98083467    -0.4674111968  -4.799308681   -3.529917946   3475.962372    	-1.34968e+07	-1.34968e+07	-1.34968e+07
280      NO_ID      1.074812672    4.407261222    -0.7061654579  -3.647599384   -2.425684925   1.101753554    -1.044907115   -1.333944547   3.137812195    0.5639256223   586.797102     	-1.34968e+07	-1.34968e+07	-1.34968e+07
281      NO_ID      4.231550084    4.107146037    -4.304564357   1.728578916    4.701801957    -2.419137089   4.028916127    -5.105590021   0.8263586248   -4.095610483   -26254.34526   	-1.34968e+07	-1.34968e+07	-1.34968e+07
282      NO_ID      0.5063089881   3.920163894    -0.5403828302  -3.825071439   -3.594746999   1.345890293    -0.2228418551  -4.875598803   4.372689635    4.466330212    -30400.89648   	-1.34968e+07	-1.34968e+07	-1.34968e+07
283      NO_ID      1.911230997    5.12           5.067480835    -3.685651424   3.572448671    -4.242989355   1.633150166    -4.784415599   -4.963089497   -3.252782926   -4.737096      	-1.34968e+07	-1.34968e+07	-1.34968e+07
284      NO_ID      1.595226577    5.12           3.371565335    -3.787084239   -1.750010196   -3.181669362   -1.517024832   -2.359524424   4.630896637    0.8818572823   -3506.831752   	-1.34968e+07	-1.34968e+07	-1.34968e+07
285      NO_ID      -5.114127753   0.484105692    -5.12          -4.783875263   -3.785753468   4.189593315    1.644887349    2.772731294    4.859316899    4.553609723    2904.949552    	-1.34968e+07	-1.34968e+07	-1.34968e+07
286      NO_ID      1.782792766    2.527141789    4.979882266    4.449878227    -1.493756102   -0.5827736052  -5.017777099   -4.42146382    0.01278590333  -3.636591824   134163.1464    	-1.34968e+07	-1.34968e+07	-1.34968e+07
287      NO_ID      -2.57508616    -2.519135502   -1.667440636   -4.901009059   -4.560938716   4.740527052    -5.12          -4.693370058   -3.384430812   -4.809967503   -8167.145657   	-1.34968e+07	-1.34968e+07	-1.34968e+07
288      NO_ID      0.8134501962   4.697897152    3.104906984    -3.957348833   -0.6364026541  1.160871431    -3.698016263   -2.420438238   4.710164104    1.666807276    74694.49962    	-1.34968e+07	-1.34968e+07	-1.34968e+07
289      NO_ID      -0.2323689179  -3.476901344   4.367873885    3.085467227    3.056366946    -4.967085179   -4.83252934    -3.64785971    5.008342109    0.4117078035   36028.35257    	-1.34968e+07	-1.34968e+07	-1.34968e+07
290      NO_ID      -1.389231714   4.702896236    0.8512249955   -4.653088826   -0.8864363602  -1.631662457   1.90926647     -4.01171268    2.063416184    2.212623781    213495.7901    	-1.34968e+07	-1.34968e+07	-1.34968e+07
291      NO_ID      -4.332274201   -4.616245837   -3.079392837   2.353697079    4.380740261    -2.497448818   -2.826234433   3.761683556    5.12           -1.811419377   -12475.22971   	-1.34968e+07	-1.34968e+07	-1.34968e+07
292      NO_ID      0.3245897102   2.924024256    1.973965954    -4.676772737   -0.9679980012  -1.986976721   -2.153633521   -4.888758824   3.041744819    0.7853683905   7457.7593      	-1.34968e+07	-1.34968e+07	-1.34968e+07
293      NO_ID      -4.520470581   3.887502468    0.4336502976   -3.254566086   -3.163338596   -4.76682266    4.236330603    3.205433853    -4.996845907   5.12           -1939.78691    	-1.34968e+07	-1.34968e+07	-1.34968e+07
294      NO_ID      -2.496587454   5.096768017    4.674196094    -4.045055314   0.0462855864   0.4057017738   -0.5767463492  -4.589573026   4.573017352    4.198195311    799863.7765    	-1.34968e+07	-1.34968e+07	-1.34968e+07
295      NO_ID      -4.615451316   -2.844819269   1.006882468    -4.807055693   3.935573711    -1.018874969   -4.261583727   -2.658544359   -3.368671812   4.678995786    -1154.616596   	-1.34968e+07	-1.34968e+07	-1.34968e+07
296      NO_ID      -0.03869072516 1.687896743    1.143170019    -3.309464328   -1.158171194   1.738860299    0.6777349307   -1.96083001    4.346967583    2.773292711    -11279.631     	-1.34968e+07	-1.34968e+07	-1.34968e+07
297      NO_ID      -3.991712325   -1.873372609   -2.213091685   4.458760904    4.491796484    -4.417363901   0.6460340732   3.521389907    -3.982905393   4.657968261    -1396.995369   	-1.34968e+07	-1.34968e+07	-1.34968e+07
298      NO_ID      -2.829202578   4.137898469    -0.8795880985  -4.178768239   -2.993437815   -1.903844618   -0.00311484864 -2.837379771   4.638518735    3.982959692    -20580.35102   	-1.34968e+07	-1.34968e+07	-1.34968e+07
299      NO_ID      3.902601691    0.1671162996   -5.000200546   -4.308562054   -3.626375269   1.807253359    -1.113882875   -0.1173796696  -2.88115839    4.669991978    4590.350159    	-1.34968e+07	-1.34968e+07	-1.34968e+07
300      NO_ID      -1.67665756    5.041873553    2.259990282    -2.218586861   -0.8209806619  -3.03415571    -0.3972001558  -0.5081635904  3.352144594    2.017889714    195776.3133    	-1.34968e+07	-1.34968e+07	-1.34968e+07
301      NO_ID      3.256030014    -3.163470789   3.232478398    -4.849406435   3.495241155    -3.230524496   -4.18079157    1.482708967    3.709445628    0.6919691641   466.145659     	-1.34968e+07	-1.34968e+07	-1.34968e+07
302      NO_ID      4.19420269     5.107709917    -4.984968673   -3.425309782   0.2434973296   4.347297027    4.584413573    3.20484448     -4.745256542   -2.378991692   30751.08718    	-1.34968e+07	-1.34968e+07	-1.34968e+07
303      NO_ID      1.456568037    3.756082941    1.335145296    -1.342089068   0.9673243188   -2.29605612    -1.251861876   -4.724255084   4.823634024    2.526872985    302.410522     	-1.34968e+07	-1.34968e+07	-1.34968e+07
304      NO_ID      -4.368209702   2.00823863     3.315382433    -2.438827963   1.360018875    -5.12          4.748726308    5.10454444     2.160193734    -4.78248068    -6176.688439   	-1.34968e+07	-1.34968e+07	-1.34968e+07
305      NO_ID      5.006802926    3.202964253    -4.028108451   -3.100825175   4.734648403    1.453791782    -4.8236898     -3.42209941    -4.529978283   3.508641759    29986.91465    	-1.34968e+07	-1.34968e+07	-1.34968e+07
306      NO_ID      2.727741206    5.020852961    1.902590165    -4.926417605   0.6122836812   1.133055764    0.6027863516   -1.676977817   5.12           2.424241293    -2305.318123   	-1.34968e+07	-1.34968e+07	-1.34968e+07
307      NO_ID      -4.758382828   -4.973886868   3.843345502    2.433008262    4.253914389    3.056265152    2.632943607    -3.186926414   -3.855657597   -3.404488675   -726.050976    	-1.34968e+07	-1.34968e+07	-1.34968e+07
308      NO_ID      0.6371732223   4.65825735     0.1466483327   -1.81640923    -0.06248220192 -1.633585543   -1.004768565   -1.793016176   1.354037599    3.178115863    47240.66046    	-1.34968e+07	-1.34968e+07	-1.34968e+07
309      NO_ID      -2.528977705   -3.040330443   4.818520719    0.08712465809  4.127172574    0.642046157    -3.977948312   2.739131477    5.12           4.532970566    -28326.30667   	-1.34968e+07	-1.34968e+07	-1.34968e+07
310      NO_ID      -1.741733377   4.210174743    0.5581375307   -3.594012166   -4.083840549   0.7760018611   0.3086318383   -2.385443212   3.916754044    1.589254369    389.190342     	-1.34968e+07	-1.34968e+07	-1.34968e+07
311      NO_ID      1.451925462    -4.709186428   2.30405995     -3.669928373   4.293242868    4.535692537    0.07746352983  -1.229667022   -4.538131445   2.706994753    -401.287702    	-1.34968e+07	-1.34968e+07	-1.34968e+07
312      NO_ID      -2.442494553   4.901157022    3.608514254    -3.597117688   -1.278238332   -0.4929762699  0.9463757394   -1.847860444   5.055467734    2.029216153    53837.89723    	-1.34968e+07	-1.34968e+07	-1.34968e+07
313      NO_ID      -4.24240132    1.213169561    -2.623818842   4.618602031    -3.663681864   -4.506693341   4.713317472    4.633748913    -3.819170384   0.5918228126   434.032091     	-1.34968e+07	-1.34968e+07	-1.34968e+07
314      NO_ID      -0.2023480886  3.734028946    -0.5733327845  -5.043566171   -1.573947747   -2.220263972   -2.602675099   -2.841833935   4.990960688    1.204250571    -1336534.984   	-1.34968e+07	-1.34968e+07	-1.34968e+07
315      NO_ID      4.245252659    -5.084515452   3.603096994    -4.993101462   -4.885662564   -3.439688634   4.511722734    0.3202923253   3.638529506    -1.57172515    -316.547245    	-1.34968e+07	-1.34968e+07	-1.34968e+07
316      NO_ID      0.6807562223   4.708581571    1.268158641    -4.138413083   -2.017101869   -1.354164098   2.889111831    -2.154636327   5.12           3.875678683    485539.9785    	-1.34968e+07	-1.34968e+07	-1.34968e+07
317      NO_ID      3.642480083    1.076338264    -1.134927977   -5.105560063   -1.878477221   -4.764368538   3.413112143    4.69750733     -2.162675666   -3.875382092   539.608696     	-1.34968e+07	-1.34968e+07	-1.34968e+07
318      NO_ID      0.3719571191   2.844595678    2.833216778    -4.746914534   -3.1884856     0.108922077    -1.892711292   -3.209443131   4.974701849    1.274975721    1794.671221    	-1.34968e+07	-1.34968e+07	-1.34968e+07
319      NO_ID      -0.7633202595  -4.597291474   2.933633559    -2.367131475   -3.947377895   -5.020811027   -2.532739138   -4.941363366   2.45736097     -3.099107861   29080.66359    	-1.34968e+07	-1.34968e+07	-1.34968e+07
320      NO_ID      -1.513153759   3.717193898    1.936038462    -1.251657056   0.05657626694  -2.392269344   -2.491931353   -2.748133222   4.266533926    3.681814415    -14232.19774   	-1.34968e+07	-1.34968e+07	-1.34968e+07
321      NO_ID      1.459668509    -4.708475111   -4.950019935   -4.741799968   -4.85862947    -4.508031486   1.667736521    2.160719803    -2.080904887   -0.3334444366  243.738481     	-1.34968e+07	-1.34968e+07	-1.34968e+07
322      NO_ID      -0.7439659491  4.587031171    1.457999481    -3.28439093    -0.1549545222  -0.293792919   0.4578567607   -4.488226457   4.989115732    -0.4544393321  -12185.70147   	-1.34968e+07	-1.34968e+07	-1.34968e+07
323      NO_ID      3.551000182    -1.752793873   3.367725789    -4.303074254   2.502897777    3.463386794    4.524674384    -0.9338076827  3.735958214    -4.118760577   -92.982764     	-1.34968e+07	-1.34968e+07	-1.34968e+07
324      NO_ID      1.275802622    -4.589412495   -3.619590252   3.351497774    2.797775546    5.12           -3.688080834   -0.1435799131  4.824076329    -4.051522289   -52037.0295    	-1.34968e+07	-1.34968e+07	-1.34968e+07
325      NO_ID      -1.541512373   4.86091521     3.05722878     -4.233191471   -2.63907003    -2.32197694    -2.930536446   -2.359571662   4.762270139    3.287430681    3408.284257    	-1.34968e+07	-1.34968e+07	-1.34968e+07
326      NO_ID      -2.924726243   -3.108409895   4.628996041    3.607370444    4.77402804     4.99716917     0.4282620313   -3.902011054   -0.543700469   4.77742482     -5218394.259   	-1.34968e+07	-1.34968e+07	-1.34968e+07
327      NO_ID      -4.608617119   -4.415852085   -1.657917536   -4.966350571   0.9298356812   3.740439711    1.857921724    3.398632718    -2.165079193   -4.17410256    22678.07861    	-1.34968e+07	-1.34968e+07	-1.34968e+07
328      NO_ID      1.940220645    4.16717052     1.415241803    -4.89899324    -2.715589405   -2.148742329   -1.123047547   -1.770835414   3.447280924    4.707074986    -7.527652      	-1.34968e+07	-1.34968e+07	-1.34968e+07
329      NO_ID      -4.501801602   -4.886543878   4.685845615    2.812298164    2.57628249     4.145658735    5.12           1.921952928    -3.939231383   4.904083417    -59226.38994   	-1.34968e+07	-1.34968e+07	-1.34968e+07
330      NO_ID      0.2613554891   1.647319535    0.6606219372   -2.013090089   -1.23123667    -1.283169535   -1.898433633   -3.241999616   3.456280122    2.682231549    -36994.96437   	-1.34968e+07	-1.34968e+07	-1.34968e+07
331      NO_ID      -3.645534063   0.2515427094   1.319579907    4.301535313    3.799273715    4.763479999    4.323448494    -4.01304782    -0.2729854002  0.07380626183  -780927.9973   	-1.34968e+07	-1.34968e+07	-1.34968e+07
