Run 1	   Run 2	   Run 3	   Run 4	   Run 5	   Run 6	   Run 7	   Run 8	   Run 9	  Run 10	Best Average Running Min	NumFeasible
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  3.92e+02	  2.38e+02	  6.01e+02	  3.37e+02	  3.38e+02	  3.47e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  3.92e+02	  2.38e+02	  6.01e+02	  3.37e+02	  3.38e+02	  3.47e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  3.92e+02	  2.38e+02	  6.01e+02	  3.37e+02	  3.38e+02	  3.47e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  3.92e+02	  2.38e+02	  6.01e+02	  3.37e+02	  3.38e+02	  3.47e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  3.92e+02	  2.38e+02	  6.01e+02	  3.37e+02	  3.38e+02	  3.47e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  3.92e+02	  2.38e+02	  6.01e+02	  3.37e+02	  3.38e+02	  3.47e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  3.92e+02	  2.38e+02	  6.01e+02	  3.37e+02	  3.38e+02	  3.47e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  3.92e+02	  2.38e+02	  6.01e+02	  3.37e+02	  3.38e+02	  3.47e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  3.92e+02	  2.38e+02	  6.01e+02	  3.37e+02	  3.38e+02	  3.47e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  3.92e+02	  2.38e+02	  6.01e+02	  3.37e+02	  3.38e+02	  3.47e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  3.92e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.25e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  3.92e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.25e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  3.92e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.25e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  3.92e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.25e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  3.92e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.25e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  3.92e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.25e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  3.92e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.25e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  3.92e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.25e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  3.92e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.25e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  3.92e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.25e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  3.92e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.25e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  3.92e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.25e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  3.92e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.25e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  3.92e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.25e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.37e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.35e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.35e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.35e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.35e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.35e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.35e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.35e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.35e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.35e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.35e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.35e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.35e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.35e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.35e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.35e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.35e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.35e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.35e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.35e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.35e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.35e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.35e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.35e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.35e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.85e+02	  3.35e+02	  3.38e+02	  3.10e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  3.35e+02	  3.38e+02	  3.06e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  3.35e+02	  3.38e+02	  3.06e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  3.35e+02	  3.38e+02	  3.06e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  3.35e+02	  3.38e+02	  3.06e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  3.35e+02	  3.38e+02	  3.06e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  3.35e+02	  3.38e+02	  3.06e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  3.35e+02	  3.38e+02	  3.06e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  3.35e+02	  3.38e+02	  3.06e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  3.35e+02	  3.38e+02	  3.06e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  3.35e+02	  3.38e+02	  3.06e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  3.35e+02	  3.38e+02	  3.06e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  3.35e+02	  3.38e+02	  3.06e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  3.35e+02	  3.38e+02	  3.06e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  3.35e+02	  3.38e+02	  3.06e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  3.35e+02	  3.38e+02	  3.06e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  3.35e+02	  3.38e+02	  3.06e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  3.35e+02	  3.38e+02	  3.06e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  3.35e+02	  3.38e+02	  3.06e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  3.35e+02	  3.38e+02	  3.06e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  3.35e+02	  3.38e+02	  3.06e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  3.35e+02	  3.38e+02	  3.06e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  3.35e+02	  3.38e+02	  3.06e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  3.35e+02	  3.38e+02	  3.06e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  3.35e+02	  3.38e+02	  3.06e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  3.35e+02	  3.38e+02	  3.06e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  3.35e+02	  3.38e+02	  3.06e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  3.35e+02	  3.38e+02	  3.06e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  3.35e+02	  3.38e+02	  3.06e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  3.35e+02	  3.38e+02	  3.06e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  3.35e+02	  3.38e+02	  3.06e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  3.35e+02	  3.38e+02	  3.06e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  3.35e+02	  3.38e+02	  3.06e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  3.35e+02	  3.38e+02	  3.06e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  3.35e+02	  3.38e+02	  3.06e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  3.35e+02	  3.38e+02	  3.06e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  3.35e+02	  3.38e+02	  3.06e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  3.35e+02	  3.38e+02	  3.06e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  3.35e+02	  3.38e+02	  3.06e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  3.35e+02	  3.38e+02	  3.06e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  3.35e+02	  3.38e+02	  3.06e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  3.35e+02	  3.38e+02	  3.06e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  2.81e+02	  3.38e+02	  3.00e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  2.81e+02	  3.38e+02	  3.00e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  2.81e+02	  3.38e+02	  3.00e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  2.81e+02	  3.38e+02	  3.00e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  2.81e+02	  3.38e+02	  3.00e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  2.81e+02	  3.38e+02	  3.00e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  2.81e+02	  3.38e+02	  3.00e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  2.81e+02	  3.38e+02	  3.00e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  2.81e+02	  3.38e+02	  3.00e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  2.81e+02	  3.38e+02	  3.00e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  2.81e+02	  3.38e+02	  3.00e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  2.81e+02	  3.38e+02	  3.00e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  2.81e+02	  3.38e+02	  3.00e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  2.81e+02	  3.38e+02	  3.00e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  2.81e+02	  3.38e+02	  3.00e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  2.81e+02	  3.38e+02	  3.00e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  2.81e+02	  3.38e+02	  3.00e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  2.81e+02	  3.38e+02	  3.00e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  2.81e+02	  3.38e+02	  3.00e+02	0
2.36e+02	  4.23e+02	  3.91e+02	  2.82e+02	  2.34e+02	  2.38e+02	  2.38e+02	  3.43e+02	  2.81e+02	  3.38e+02	  3.00e+02	0
